Wall time,Step,Value
1591180330.314317,481,0.9900000095367432
1591180581.678061,1521,0.9900000095367432
1591180702.507798,2001,0.9900000095367432
1591181024.821773,3281,0.9900000095367432
1591181062.98339,3441,0.9900000095367432
1591181119.997716,3681,0.9900000095367432
1591181280.861726,4321,0.9900000095367432
1591181338.819945,4561,0.9900000095367432
1591181639.057898,5761,0.9900000095367432
1591181699.31608,6001,0.9900000095367432
1591182097.866741,7601,0.9900000095367432
1591182263.823389,8241,0.9900000095367432
1591182341.739013,8561,0.9900000095367432
1591182788.802014,10161,0.9898399114608765
1591183065.732673,11201,0.9887992739677429
1591183401.883781,12481,0.9875184893608093
1591183463.874211,12721,0.9872783422470093
1591183650.109286,13441,0.9865579009056091
1591183872.625665,14321,0.9856773614883423
1591183972.770883,14721,0.9852771162986755
1591184009.864966,14881,0.9851170182228088
1591184028.277798,14961,0.9850369691848755
1591184115.396232,15281,0.9847167730331421
1591184460.05892,16641,0.9833559393882751
1591184778.820608,17921,0.9820751547813416
1591184904.663262,18401,0.9815948605537415
1591185003.388666,18801,0.9811946153640747
1591185354.085584,20001,0.9799938797950745
1591185484.112671,20481,0.9795135855674744
1591185587.579246,20881,0.9791133403778076
1591185754.727718,21441,0.9785529971122742
1591185837.270403,21761,0.9782328009605408
1591185884.271152,21921,0.9780727028846741
1591186283.455622,23441,0.9765517711639404
1591186659.875021,24721,0.9752709865570068
1591186698.301986,24881,0.9751108884811401
1591186881.250696,25521,0.9744704961776733
1591187136.449828,26481,0.9735099077224731
1591187325.613054,27201,0.972789466381073
1591187492.349253,27841,0.9721490740776062
1591187848.391059,29121,0.9708682894706726
1591187933.085033,29441,0.9705504179000854
1591189112.753305,33761,0.9664820432662964
1591189133.224921,33841,0.9664067029953003
1591189526.916099,35201,0.9651259183883667
1591189593.437078,35441,0.9648998975753784
1591189653.843413,35681,0.9646738767623901
1591189976.723129,36881,0.9635437726974487
1591190039.404853,37121,0.9633177518844604
1591190061.18044,37201,0.9632424116134644
1591190281.019396,38001,0.9624890089035034
1591190632.296782,39361,0.9612082242965698
1591190670.145204,39521,0.9610575437545776
1591191163.145186,41201,0.9594753980636597
1591191222.729655,41441,0.9592493772506714
1591191519.969171,42561,0.9581946134567261
1591191628.06885,42961,0.9578179121017456
1591192071.828061,44641,0.9562357664108276
1591192207.67591,45121,0.9557837247848511
1591192433.723894,45921,0.9550303220748901
1591192569.531367,46401,0.9545782804489136
1591192617.392956,46561,0.9544275999069214
1591192726.475499,46961,0.9540508985519409
1591192746.355465,47041,0.9539755582809448
1591193095.161864,48241,0.9528454542160034
1591193496.120512,49681,0.9514893293380737
1591193542.435354,49841,0.9513386487960815
1591193871.951193,50801,0.9504345655441284
1591194025.122148,51361,0.9499071836471558
1591194049.778511,51441,0.9498318433761597
1591194096.431679,51601,0.9496811628341675
1591194165.624244,51841,0.9494551420211792
1591194209.193285,52001,0.949304461479187
1591194486.669903,52961,0.9484003782272339
1591194721.336214,53761,0.947646975517273
1591194998.146148,54721,0.9467428922653198
1591195118.865098,55121,0.9463661909103394
1591195738.578057,57201,0.9444073438644409
1591195827.884441,57521,0.9441059827804565
1591195920.402547,57841,0.9438046216964722
1591195943.529459,57921,0.9437292814254761
1591196097.789591,58481,0.9432018995285034
1591196320.026679,59201,0.9425238370895386
1591196417.514107,59521,0.9422224760055542
1591196509.297146,59841,0.9419211149215698
1591196671.49094,60241,0.9415444135665894
1591196763.825975,60561,0.941243052482605
1591197185.749417,61281,0.9405649900436401
1591197283.611969,61601,0.9402636289596558
1591197329.71518,61761,0.9401129484176636
1591197377.989146,61921,0.9399622678756714
1591197543.184801,62481,0.9394348859786987
1591197665.300902,62881,0.9390581846237183
1591197713.254726,63041,0.9389075040817261
1591197839.13638,63441,0.9385308027267456
1591197889.476506,63601,0.9383801221847534
1591197994.211605,63921,0.938078761100769
1591198093.379696,64241,0.9377774000167847
1591198299.99401,64721,0.9373253583908081
1591198329.306904,64801,0.937250018119812
1591198935.207488,66641,0.9355171918869019
1591199034.547332,66961,0.9352158308029175
1591199777.692551,69601,0.9327296018600464
1591199940.291899,70001,0.9323529005050659
1591199992.711429,70161,0.9322022199630737
1591200140.991602,70641,0.9317501783370972
1591200458.042309,71761,0.9306954145431519
